date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:55:50	33135/33135	---MCZ	200	added ('OK')	text/css	etag:W/%22f568137b68b9c23a5c1c222287e9f02c%22	http://fast.fonts.net/cssapi/94d25f4a-3ba1-4f5f-a1db-65f1a3183353.css	/home/andrey/Downloads/apex-ai/websites/qorvo/fast.fonts.net/cssapi/94d25f4a-3ba1-4f5f-a1db-65f1a3183353.css	(from https://www.qorvo.com/products/amplifiers/power-amplifiers)
03:55:50	52757/52757	---M-Z	200	added ('OK')	application/javascript	etag:%220e929afa146db1:0%22	https://www.qorvo.com/scripts/QorvoPublic/modernizr.js	/home/andrey/Downloads/apex-ai/websites/qorvo/www.qorvo.com/scripts/QorvoPublic/modernizr.js	(from https://www.qorvo.com/products/amplifiers/power-amplifiers)
03:55:51	16983/16983	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03f2b-4257%22	http://cdnjs.cloudflare.com/ajax/libs/noUiSlider/8.4.0/nouislider.min.js	/home/andrey/Downloads/apex-ai/websites/qorvo/cdnjs.cloudflare.com/ajax/libs/noUiSlider/8.4.0/nouislider.min.js	(from https://www.qorvo.com/products/amplifiers/power-amplifiers)
03:55:53	52310/52310	---MC-	200	added ('OK')	text/javascript	date:Tue,%2015%20Jul%202025%2000:44:26%20GMT	http://www.google-analytics.com/analytics.js	/home/andrey/Downloads/apex-ai/websites/qorvo/www.google-analytics.com/analytics.js	(from https://www.qorvo.com/products/amplifiers/power-amplifiers)
03:55:54	9623/9623	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2006%20Mar%202026%2010:30:22%20GMT	http://browser-update.org/update.min.js	/home/andrey/Downloads/apex-ai/websites/qorvo/browser-update.org/update.min.js	(from https://www.qorvo.com/products/amplifiers/power-amplifiers)
03:58:11	1380/1380	---M-Z	200	added ('OK')	application/x-javascript	etag:%22130b13df2ef0318573b06b099d3a4d53:1775616444.300048%22	http://munchkin.marketo.net/munchkin.js	/home/andrey/Downloads/apex-ai/websites/qorvo/munchkin.marketo.net/munchkin.js	(from https://www.qorvo.com/products/amplifiers/power-amplifiers)
03:58:13	6064/6064	---MCZ	200	added ('OK')	application/javascript	etag:0x8DDC9940DCDBAAC	https://cdn.cookielaw.org/consent/019745d0-d0de-7e1a-8109-e068e5282dbf/OtAutoBlock.js	/home/andrey/Downloads/apex-ai/websites/qorvo/cdn.cookielaw.org/consent/019745d0-d0de-7e1a-8109-e068e5282dbf/OtAutoBlock.js	(from https://www.qorvo.com/products/amplifiers/power-amplifiers)
03:58:15	26578/26578	---M-Z	200	added ('OK')	application/javascript	etag:0x8DE93850741EAB5	https://cdn.cookielaw.org/scripttemplates/otSDKStub.js	/home/andrey/Downloads/apex-ai/websites/qorvo/cdn.cookielaw.org/scripttemplates/otSDKStub.js	(from https://www.qorvo.com/products/amplifiers/power-amplifiers)
03:58:20	169772/169772	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Apr%202026%2008:58:18%20GMT	https://www.qorvo.com/products/amplifiers/catv-amplifiers	/home/andrey/Downloads/apex-ai/websites/qorvo/www.qorvo.com/products/amplifiers/catv-amplifiers.html	(from https://www.qorvo.com/products/amplifiers/power-amplifiers)
03:58:20	222174/222174	---MC-	200	added ('OK')	text/javascript	date:Sun,%2019%20Apr%202026%2008:57:21%20GMT	http://platform.linkedin.com/in.js	/home/andrey/Downloads/apex-ai/websites/qorvo/platform.linkedin.com/in.js	(from https://www.qorvo.com/products/amplifiers/power-amplifiers)
03:58:21	136607/136607	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Apr%202026%2008:58:20%20GMT	https://www.qorvo.com/products/amplifiers/distributed-amplifiers	/home/andrey/Downloads/apex-ai/websites/qorvo/www.qorvo.com/products/amplifiers/distributed-amplifiers.html	(from https://www.qorvo.com/products/amplifiers/power-amplifiers)
03:58:22	176531/176531	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Apr%202026%2008:58:22%20GMT	https://www.qorvo.com/products/amplifiers/driver-amplifiers	/home/andrey/Downloads/apex-ai/websites/qorvo/www.qorvo.com/products/amplifiers/driver-amplifiers.html	(from https://www.qorvo.com/products/amplifiers/power-amplifiers)
03:58:23	142864/142864	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Apr%202026%2008:58:23%20GMT	https://www.qorvo.com/products/amplifiers/gain-block-amplifiers	/home/andrey/Downloads/apex-ai/websites/qorvo/www.qorvo.com/products/amplifiers/gain-block-amplifiers.html	(from https://www.qorvo.com/products/amplifiers/power-amplifiers)
03:58:24	178059/178059	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Apr%202026%2008:58:24%20GMT	https://www.qorvo.com/products/amplifiers/high-frequency-amplifiers	/home/andrey/Downloads/apex-ai/websites/qorvo/www.qorvo.com/products/amplifiers/high-frequency-amplifiers.html	(from https://www.qorvo.com/products/amplifiers/power-amplifiers)
03:58:26	180652/180652	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Apr%202026%2008:58:26%20GMT	https://www.qorvo.com/products/amplifiers/low-noise-amplifiers	/home/andrey/Downloads/apex-ai/websites/qorvo/www.qorvo.com/products/amplifiers/low-noise-amplifiers.html	(from https://www.qorvo.com/products/amplifiers/power-amplifiers)
03:58:27	116167/116167	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Apr%202026%2008:58:27%20GMT	https://www.qorvo.com/products/amplifiers/low-phase-noise-amplifiers	/home/andrey/Downloads/apex-ai/websites/qorvo/www.qorvo.com/products/amplifiers/low-phase-noise-amplifiers.html	(from https://www.qorvo.com/products/amplifiers/power-amplifiers)
03:58:27	127317/127317	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Apr%202026%2008:58:27%20GMT	https://www.qorvo.com/products/amplifiers/mobile-amplifiers	/home/andrey/Downloads/apex-ai/websites/qorvo/www.qorvo.com/products/amplifiers/mobile-amplifiers.html	(from https://www.qorvo.com/products/amplifiers/power-amplifiers)
03:58:28	142105/142105	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Apr%202026%2008:58:28%20GMT	https://www.qorvo.com/products/amplifiers/spatium	/home/andrey/Downloads/apex-ai/websites/qorvo/www.qorvo.com/products/amplifiers/spatium.html	(from https://www.qorvo.com/products/amplifiers/power-amplifiers)
03:58:29	126161/126161	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Apr%202026%2008:58:29%20GMT	https://www.qorvo.com/products/amplifiers/variable-gain-amplifiers	/home/andrey/Downloads/apex-ai/websites/qorvo/www.qorvo.com/products/amplifiers/variable-gain-amplifiers.html	(from https://www.qorvo.com/products/amplifiers/power-amplifiers)
03:58:30	126191/126191	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Apr%202026%2008:58:30%20GMT	https://www.qorvo.com/products/amplifiers/wifi-network-equipment-amplifiers	/home/andrey/Downloads/apex-ai/websites/qorvo/www.qorvo.com/products/amplifiers/wifi-network-equipment-amplifiers.html	(from https://www.qorvo.com/products/amplifiers/power-amplifiers)
03:58:31	3156/3156	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jun%202016%2016:53:58%20GMT	https://www.qorvo.com/-/media/images/qorvopublic/megamenu/qorvo-products.png?la=en&h=141&w=141&hash=8BAF5D2C0878FDDFF21BDAE6E5B7C9C4	/home/andrey/Downloads/apex-ai/websites/qorvo/www.qorvo.com/-/media/images/qorvopublic/megamenu/qorvo-products85f4.png	(from https://www.qorvo.com/products/amplifiers/power-amplifiers)
03:58:33	84529/84529	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Feb%202017%2021:36:58%20GMT	https://www.qorvo.com/-/media/images/qorvopublic/innovation/5g-hero-image_320x180.png?la=en&h=180&w=320&hash=5413EDA18680C7A4CFC67355292137CE	/home/andrey/Downloads/apex-ai/websites/qorvo/www.qorvo.com/-/media/images/qorvopublic/innovation/5G-hero-image_320x1804099.png	(from https://www.qorvo.com/products/amplifiers/power-amplifiers)
03:58:33	33461/33461	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Jun%202016%2017:36:33%20GMT	https://www.qorvo.com/-/media/images/qorvopublic/common/amma_320x180.jpg?la=en&h=180&w=320&hash=C44CF1B9A59DF599FED3A3799CE6CDEE	/home/andrey/Downloads/apex-ai/websites/qorvo/www.qorvo.com/-/media/images/qorvopublic/common/AMMA_320x1805849.jpg	(from https://www.qorvo.com/products/amplifiers/power-amplifiers)
03:58:34	24295/24295	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Feb%202020%2018:59:20%20GMT	https://www.qorvo.com/-/media/images/qorvopublic/dummies-thumbnail/5g-rf-for-dummies-masonry_294x166.png?la=en&h=166&w=294&hash=E731B00449BA1D637DE2E6269D5D38C5	/home/andrey/Downloads/apex-ai/websites/qorvo/www.qorvo.com/-/media/images/qorvopublic/dummies-thumbnail/5g-rf-for-dummies-masonry_294x1662cbc.png	(from https://www.qorvo.com/products/amplifiers/power-amplifiers)
03:58:35	63745/63745	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Sep%202016%2017:00:55%20GMT	https://www.qorvo.com/-/media/images/qorvopublic/common/gan-innovation_320x180.png?la=en&h=180&w=320&hash=CC6329C273087F4E51B779BF845A501D	/home/andrey/Downloads/apex-ai/websites/qorvo/www.qorvo.com/-/media/images/qorvopublic/common/gan-innovation_320x180e0ee.png	(from https://www.qorvo.com/products/amplifiers/power-amplifiers)
03:58:37	66091/66091	---M--	200	added ('OK')	image/png	date:Mon,%2012%20Sep%202016%2018:42:17%20GMT	https://www.qorvo.com/-/media/images/qorvopublic/common/support_320x180.png?la=en&h=180&w=320&hash=68AC8F40264D11AF8BB7607393998966	/home/andrey/Downloads/apex-ai/websites/qorvo/www.qorvo.com/-/media/images/qorvopublic/common/support_320x1807ba8.png	(from https://www.qorvo.com/products/amplifiers/power-amplifiers)
03:58:38	97086/97086	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Apr%202026%2020:46:23%20GMT	https://www.qorvo.com/-/media/images/qorvopublic/video-poster-image/2022-qorvo-corporate-overview-1000x563.jpg?la=en&h=563&w=1000&hash=11ED6196C6465B06A16A93753DF8BCF8	/home/andrey/Downloads/apex-ai/websites/qorvo/www.qorvo.com/-/media/images/qorvopublic/video-poster-image/2022%20Qorvo%20Corporate%20Overview%201000x563e538.jpg	(from https://www.qorvo.com/products/amplifiers/power-amplifiers)
03:58:38	54102/54102	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Jan%202025%2016:12:56%20GMT	https://www.qorvo.com/-/media/images/qorvopublic/blog/blog-320x180.png?la=en&h=180&w=320&hash=9BF20012E866415AAB1326034E643A31	/home/andrey/Downloads/apex-ai/websites/qorvo/www.qorvo.com/-/media/images/qorvopublic/blog/blog-320x1808b8d.png	(from https://www.qorvo.com/products/amplifiers/power-amplifiers)
03:58:39	43973/43973	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Mar%202026%2012:58:26%20GMT	https://www.qorvo.com/-/media/images/qorvopublic/careers/ma_320x180.jpg?la=en&h=180&w=320&hash=537B0495AE3B3774E72A09424DC19CB3	/home/andrey/Downloads/apex-ai/websites/qorvo/www.qorvo.com/-/media/images/qorvopublic/careers/ma_320x180cd6f.jpg	(from https://www.qorvo.com/products/amplifiers/power-amplifiers)
03:58:40	2476/2476	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Nov%202024%2018:45:23%20GMT	https://www.qorvo.com/-/media/images/qorvopublic/icons/qorvo-tech-forum-icon-108x42.png?la=en&h=42&w=108&hash=13A04624B37FAC55AA578759C9EE1CFC	/home/andrey/Downloads/apex-ai/websites/qorvo/www.qorvo.com/-/media/images/qorvopublic/icons/Qorvo%20Tech%20Forum%20icon%20108x42eea9.png	(from https://www.qorvo.com/products/amplifiers/power-amplifiers)
03:58:41	2129/2129	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Jun%202016%2001:19:09%20GMT	https://www.qorvo.com/-/media/images/qorvopublic/promo-tiles/modelithics_ptile.png?la=en&h=86&w=86&hash=F4E8CFDA77B190147B9A321513FD2ACE	/home/andrey/Downloads/apex-ai/websites/qorvo/www.qorvo.com/-/media/images/qorvopublic/promo-tiles/modelithics_ptile2feb.png	(from https://www.qorvo.com/products/amplifiers/power-amplifiers)
03:58:42	6540/6540	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Mar%202017%2000:13:16%20GMT	https://www.qorvo.com/-/media/images/qorvopublic/promo-tiles/5g-ptile-icon_150x150.png?la=en&h=150&w=150&hash=60063BF5755C1054BC3044D597FE972A	/home/andrey/Downloads/apex-ai/websites/qorvo/www.qorvo.com/-/media/images/qorvopublic/promo-tiles/5G-ptile-icon_150x150719b.png	(from https://www.qorvo.com/products/amplifiers/power-amplifiers)
03:58:43	1080/1080	---M--	200	added ('OK')	image/png	date:Fri,%2017%20Jun%202016%2020:56:36%20GMT	https://www.qorvo.com/-/media/images/qorvopublic/icons/icon-info_89px.png?la=en&h=89&w=89&hash=DB75D5F6E496527FE343E36150AB6DA7	/home/andrey/Downloads/apex-ai/websites/qorvo/www.qorvo.com/-/media/images/qorvopublic/icons/icon-info_89px64b6.png	(from https://www.qorvo.com/products/amplifiers/power-amplifiers)
03:58:44	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2019%20Apr%202026%2008:58:44%20GMT	https://www.qorvo.com/products/amplifiers/3A001.B.2.C	/home/andrey/Downloads/apex-ai/websites/qorvo/www.qorvo.com/products/amplifiers/3A001.B.2.C	(from https://www.qorvo.com/products/amplifiers/power-amplifiers)
03:58:45	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2019%20Apr%202026%2008:58:45%20GMT	https://www.qorvo.com/products/amplifiers/3A001.b.2.c	/home/andrey/Downloads/apex-ai/websites/qorvo/www.qorvo.com/products/amplifiers/3A001.b.2.c	(from https://www.qorvo.com/products/amplifiers/power-amplifiers)
03:58:47	1558483/1558483	---M-Z	200	added ('OK')	application/javascript	etag:%220e929afa146db1:0%22	https://www.qorvo.com/scripts/QorvoPublic/global.js	/home/andrey/Downloads/apex-ai/websites/qorvo/www.qorvo.com/scripts/QorvoPublic/global.js	(from https://www.qorvo.com/products/amplifiers/power-amplifiers)
03:58:48	451718/451718	---M-Z	200	added ('OK')	application/javascript	etag:%220e929afa146db1:0%22	https://www.qorvo.com/scripts/QorvoPublic/jquery-ui-1.10.4.custom.js	/home/andrey/Downloads/apex-ai/websites/qorvo/www.qorvo.com/scripts/QorvoPublic/jquery-ui-1.10.4.custom.js	(from https://www.qorvo.com/products/amplifiers/power-amplifiers)
03:58:48	4049/4049	---M-Z	200	added ('OK')	application/javascript	etag:%220e929afa146db1:0%22	https://www.qorvo.com/scripts/QorvoPublic/js.cookie.js	/home/andrey/Downloads/apex-ai/websites/qorvo/www.qorvo.com/scripts/QorvoPublic/js.cookie.js	(from https://www.qorvo.com/products/amplifiers/power-amplifiers)
03:58:50	573420/573420	---M-Z	200	added ('OK')	application/javascript	etag:%22033d29daafcdb1:0%22	https://www.qorvo.com/scripts/QorvoPublic/main.js	/home/andrey/Downloads/apex-ai/websites/qorvo/www.qorvo.com/scripts/QorvoPublic/main.js	(from https://www.qorvo.com/products/amplifiers/power-amplifiers)
03:58:50	7174/7174	---M-Z	200	added ('OK')	application/javascript	etag:%220e929afa146db1:0%22	https://www.qorvo.com/scripts/jquery.unobtrusive-ajax.js	/home/andrey/Downloads/apex-ai/websites/qorvo/www.qorvo.com/scripts/jquery.unobtrusive-ajax.js	(from https://www.qorvo.com/products/amplifiers/power-amplifiers)
03:58:51	5075/5075	---M-Z	200	added ('OK')	application/javascript	etag:%220e929afa146db1:0%22	https://www.qorvo.com/scripts/QorvoPublic/GlobalSearch.js?v=0	/home/andrey/Downloads/apex-ai/websites/qorvo/www.qorvo.com/scripts/QorvoPublic/GlobalSearcha4f0.js	(from https://www.qorvo.com/products/amplifiers/power-amplifiers)
03:58:52	4577/4577	---M-Z	200	added ('OK')	application/javascript	etag:%220e929afa146db1:0%22	https://www.qorvo.com/scripts/QorvoPublic/MobileGlobalSearch.js?v=0	/home/andrey/Downloads/apex-ai/websites/qorvo/www.qorvo.com/scripts/QorvoPublic/MobileGlobalSearcha4f0.js	(from https://www.qorvo.com/products/amplifiers/power-amplifiers)
03:58:55	53623/53623	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2015%20Apr%202026%2012:36:44%20GMT	https://snap.licdn.com/li.lms-analytics/insight.min.js	/home/andrey/Downloads/apex-ai/websites/qorvo/snap.licdn.com/li.lms-analytics/insight.min.js	(from https://www.qorvo.com/products/amplifiers/power-amplifiers)
03:58:55	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2019%20Apr%202026%2008:58:55%20GMT	https://www.qorvo.com/products/amplifiers/5A991.G	/home/andrey/Downloads/apex-ai/websites/qorvo/www.qorvo.com/products/amplifiers/5A991.G	(from https://www.qorvo.com/products/amplifiers/catv-amplifiers)
03:58:56	21514/21514	---M--	200	added ('OK')	image/png	date:Fri,%2006%20Oct%202023%2000:59:13%20GMT	https://www.qorvo.com/-/media/images/qorvopublic/brochure/5g-wireless-infrastructure-brochure-thumb_164x212/5g-wireless-infrastructure-brochure-thumb_164x212.png?la=en&h=213&w=164&hash=92FBAD1E2D3ADC7F4124B3C6F748DCF1	/home/andrey/Downloads/apex-ai/websites/qorvo/www.qorvo.com/-/media/images/qorvopublic/brochure/5g-wireless-infrastructure-brochure-thumb_164x212/5g-wireless-infrastructure-brochure-thumb_164x2128a9a.png	(from https://www.qorvo.com/products/amplifiers/driver-amplifiers)
03:58:57	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2019%20Apr%202026%2008:58:55%20GMT	https://dc.ads.linkedin.com/collect/?pid=1041756&fmt=gif	/home/andrey/Downloads/apex-ai/websites/qorvo/dc.ads.linkedin.com/collect/indexaa84.html	(from https://www.qorvo.com/products/amplifiers/power-amplifiers)
03:58:58	1025927/1025927	---M--	200	added ('OK')	application/pdf	date:Tue,%2017%20Jun%202025%2021:45:43%20GMT	https://www.qorvo.com/-/media/files/qorvopublic/brochures/qorvo-your-trusted-infrastructure-partner.pdf	/home/andrey/Downloads/apex-ai/websites/qorvo/www.qorvo.com/-/media/files/qorvopublic/brochures/Qorvo-Your-Trusted-Infrastructure-Partner.pdf	(from https://www.qorvo.com/products/amplifiers/driver-amplifiers)
03:58:58	21500/21500	---M--	200	added ('OK')	image/png	date:Fri,%2027%20Dec%202019%2018:11:49%20GMT	https://www.qorvo.com/-/media/images/qorvopublic/dummies-thumbnail/5g4d2e-135x212.png?la=en&h=212&w=135&hash=48ADBD39E99D2820B824DE8A39E3D525	/home/andrey/Downloads/apex-ai/websites/qorvo/www.qorvo.com/-/media/images/qorvopublic/dummies-thumbnail/5g4d2e-135x21279a5.png	(from https://www.qorvo.com/products/amplifiers/driver-amplifiers)
03:58:59	3347/3347	---M--	200	added ('OK')	image/png	date:Sat,%2013%20Jan%202024%2000:01:51%20GMT	https://www.qorvo.com/-/media/images/qorvopublic/icons/icon-info_15px.png	/home/andrey/Downloads/apex-ai/websites/qorvo/www.qorvo.com/-/media/images/qorvopublic/icons/icon-info_15px.png	(from https://www.qorvo.com/products/amplifiers/low-noise-amplifiers)
